id	name	snippet	url
589806	Heteireia? (island)	Island; AD 1700 - AD 2100	http://pleiades.stoa.org/places/589806
590044	Seriphos Ins.	Island; AD 1700 - AD 2100	http://pleiades.stoa.org/places/590044
599650	Hybanda (island)	Island, Settlement-modern; 550 BC - 330 BC	http://pleiades.stoa.org/places/599650
438803	Pedum	Unlocated, Settlement; 750 BC - AD 2100	http://pleiades.stoa.org/places/438803
442632	Leuca/Portus Sallentinus	Settlement, Port; 750 BC - AD 2100	http://pleiades.stoa.org/places/442632
543697	Elateia	Unlocated; 330 BC - AD 2100	http://pleiades.stoa.org/places/543697
423593605	Sutton Hoo Burial Mound 1 	Cemetery, Findspot; AD 550 - AD 1066	http://pleiades.stoa.org/places/423593605
452415	Regium Pr.	Cape; AD 1700 - AD 2100	http://pleiades.stoa.org/places/452415
456032	Aque Ange	Unlocated, Bath; AD 300 - AD 2100	http://pleiades.stoa.org/places/456032
456105	Ogygia/Calypsus	Island; 750 BC - 550 BC	http://pleiades.stoa.org/places/456105
462094	Anapus (river)	River; 550 BC - AD 2100	http://pleiades.stoa.org/places/462094
112399918	Thracian Tomb of Sveshtari	Tomb; 330 BC - 30 BC	http://pleiades.stoa.org/places/112399918
786048	Kalalat 1	Labeled feature, Fort; 30 BC - AD 640	http://pleiades.stoa.org/places/786048
786107	Setis (island)	Island; 330 BC - AD 2100	http://pleiades.stoa.org/places/786107
573485	Prosymna	Unlocated, Settlement; 2000 BC - 550 BC	http://pleiades.stoa.org/places/573485
573517	Skeironiakai Petrai	Unlocated, Cape; 330 BC - AD 300	http://pleiades.stoa.org/places/573517
481712	Alino	Settlement; 30 BC - AD 640	http://pleiades.stoa.org/places/481712
260499	Avobriga/Abobrica	Unlocated, Settlement; 30 BC - AD 300	http://pleiades.stoa.org/places/260499
261233	Barbetium Iugum	Unlocated, Cape; AD 1700 - AD 2100	http://pleiades.stoa.org/places/261233
265866	Charidemos Pr.	Cape; 30 BC - AD 2100	http://pleiades.stoa.org/places/265866
507447	Pergamon	Unlocated, Temple; 330 BC - 30 BC	http://pleiades.stoa.org/places/507447
511405	Salmydessos	Settlement, Settlement-modern; 550 BC - AD 2100	http://pleiades.stoa.org/places/511405
511432	Tearos fl.	River; AD 1700 - AD 2100	http://pleiades.stoa.org/places/511432
